"Transaction Date","Revenue Location ID","Revenue Location Name","Transaction Location ID","Transaction Location Name","Payment Type","Product ID","Product Name","Amount","Account ID","Account Name","Batch/Deposit Date","Batch ID","Deposit ID","Revenue Note"
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","","","4.10","3000.1601.000200000","Default Overage/Shortage","03/20/2020","","287297903",""
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8136","BEVERAGES-COFFEE CUP - 8OZ.","0.07","2000.1601.000211940","sales tax payable","03/20/2020","","287297903",""
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8136","BEVERAGES-COFFEE CUP - 8OZ.","0.94","3000.1601.434150004","PFR Revenues-Other","03/20/2020","","287297903",""
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","13350","FOOD- ICE CREAM- ORANGE DREAM BAR","0.07","2000.1601.000211940","sales tax payable","03/20/2020","","287297903",""
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","13350","FOOD- ICE CREAM- ORANGE DREAM BAR","0.93","3000.1601.434150004","PFR Revenues-Other","03/20/2020","","287297903",""
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","78102","CABE SCREENPRINT TSHIRT (SMALL - XLARGE)","1.04","2000.1601.000211940","sales tax payable","03/20/2020","","287297903",""
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","78102","CABE SCREENPRINT TSHIRT (SMALL - XLARGE)","14.91","3000.1601.434150004","PFR Revenues-Other","03/20/2020","","287297903",""
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","VISA","","","84.00","2000.1601.000300000","Default Overpayment Deposit","05/21/2019","267079399","",""
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","VISA","81553","010","(75.00)","3000.1601.434410003","campsite rentals","05/21/2019","267079399","",""
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","VISA","81553","010","(9.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","05/21/2019","267079399","",""
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","VISA","81503","014","0.00","3000.1601.434410003","campsite rentals","06/07/2019","268982958","",""
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","VISA","81503","014","0.00","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","06/07/2019","268982958","",""
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","VISA","81453","012","0.00","3000.1601.434410003","campsite rentals","03/10/2020","286871010","",""
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","VISA","81453","012","0.00","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","03/10/2020","286871010","",""
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","VISA","1047","026","0.00","3000.1601.434410003","campsite rentals","03/15/2020","287127446","",""
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","VISA","1047","026","0.00","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","03/15/2020","287127446","",""
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","MC","8417","FOOD-TOAST & PEANUT BUTTER CRACKERS, KEEBLER","0.04","2000.1601.000211940","sales tax payable","03/17/2020","287216418","",""
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","MC","8417","FOOD-TOAST & PEANUT BUTTER CRACKERS, KEEBLER","0.56","3000.1601.434150004","PFR Revenues-Other","03/17/2020","287216418","",""
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","MC","100002","BEVERAGES - POWERADE MOUNTAIN BERRY","0.11","2000.1601.000211940","sales tax payable","03/17/2020","287216418","",""
"03/17/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","MC","100002","BEVERAGES - POWERADE MOUNTAIN BERRY","1.54","3000.1601.434150004","PFR Revenues-Other","03/17/2020","287216418","",""
"03/17/2020","12802810","Goose Creek State Park","12802810","Goose Creek State Park","CASH","1513","012","12.00","3000.1601.434410003","campsite rentals","03/18/2020","","287221730",""
"03/17/2020","12802810","Goose Creek State Park","12802810","Goose Creek State Park","CASH","1513","012","3.00","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","03/18/2020","","287221730",""
"03/17/2020","12802810","Goose Creek State Park","12802810","Goose Creek State Park","CASH","144260","020","54.00","3000.1601.434410003","campsite rentals","03/18/2020","","287221730",""
"03/17/2020","12802810","Goose Creek State Park","12802810","Goose Creek State Park","CASH","144260","020","6.00","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","03/18/2020","","287221730",""
"03/17/2020","12802810","Goose Creek State Park","12802810","Goose Creek State Park","CASH","144262","022","27.00","3000.1601.434410003","campsite rentals","03/18/2020","","287221730",""
"03/17/2020","12802810","Goose Creek State Park","12802810","Goose Creek State Park","CASH","144262","022","3.00","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","03/18/2020","","287221730",""
"03/17/2020","12802811","Hammocks Beach State Park","12802811","Hammocks Beach State Park","MC","1604","008","48.00","3000.1601.434410003","campsite rentals","12/27/2019","283796783","",""
"03/17/2020","12802811","Hammocks Beach State Park","12802811","Hammocks Beach State Park","MC","1605","009","(48.00)","3000.1601.434410003","campsite rentals","12/27/2019","283796783","",""
