"Transaction Date","Revenue Location ID","Revenue Location Name","Transaction Location ID","Transaction Location Name","Payment Type","Product ID","Product Name","Amount","Account ID","Account Name","Batch/Deposit Date","Batch ID","Deposit ID","Revenue Note"
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","","","11.00","3000.1601.000200000","Default Overage/Shortage","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","1146","068","19.00","3000.1601.434410003","campsite rentals","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","1146","068","3.00","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8041","2OZ. PYRAMID SINKER","0.27","2000.1601.000211940","sales tax payable","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8041","2OZ. PYRAMID SINKER","3.90","3000.1601.434150004","PFR Revenues-Other","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8300","DOCKAGE FEES-BOAT LAUNCH","7.00","3000.1601.434410001","Dock rental fees","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8324","FIREWOOD","1.83","2000.1601.000211940","sales tax payable","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8324","FIREWOOD","26.16","3000.1601.434150004","PFR Revenues-Other","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8373","FOOD-BEANS & FRANKS (PHILLIPS)","0.12","2000.1601.000211940","sales tax payable","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8373","FOOD-BEANS & FRANKS (PHILLIPS)","1.73","3000.1601.434150004","PFR Revenues-Other","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8379","FOOD-ICE","0.39","2000.1601.000211940","sales tax payable","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8379","FOOD-ICE","5.61","3000.1601.434150004","PFR Revenues-Other","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8388","FOOD-ICE CREAM, BIG VANILLA SANDWICH, BLUE BUNNY","0.40","2000.1601.000211940","sales tax payable","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8388","FOOD-ICE CREAM, BIG VANILLA SANDWICH, BLUE BUNNY","5.60","3000.1601.434150004","PFR Revenues-Other","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8401","FOOD-M & M PEANUT CANDY","0.07","2000.1601.000211940","sales tax payable","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8401","FOOD-M & M PEANUT CANDY","0.98","3000.1601.434150004","PFR Revenues-Other","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8406","FOOD-PEANUTS, 1.75 OZ, PLANTERS","0.10","2000.1601.000211940","sales tax payable","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8406","FOOD-PEANUTS, 1.75 OZ, PLANTERS","1.42","3000.1601.434150004","PFR Revenues-Other","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8410","FOOD-REESES PEANUT BUTTER CUPS","0.07","2000.1601.000211940","sales tax payable","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8410","FOOD-REESES PEANUT BUTTER CUPS","0.98","3000.1601.434150004","PFR Revenues-Other","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","9750","VANILLA NUTTY SUNDAE CONE","0.13","2000.1601.000211940","sales tax payable","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","9750","VANILLA NUTTY SUNDAE CONE","1.87","3000.1601.434150004","PFR Revenues-Other","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","10300","FOOD- MILKY WAY CANDY BAR","0.07","2000.1601.000211940","sales tax payable","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","10300","FOOD- MILKY WAY CANDY BAR","0.98","3000.1601.434150004","PFR Revenues-Other","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","14802","BILLY BOY STRING BOBBER STOP","0.15","2000.1601.000211940","sales tax payable","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","14802","BILLY BOY STRING BOBBER STOP","2.10","3000.1601.434150004","PFR Revenues-Other","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","99008","BEVERAGES - SUNDROP","0.10","2000.1601.000211940","sales tax payable","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","99008","BEVERAGES - SUNDROP","1.40","3000.1601.434150004","PFR Revenues-Other","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","99011","BEVERAGES - COCA COLA","0.20","2000.1601.000211940","sales tax payable","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","99011","BEVERAGES - COCA COLA","2.80","3000.1601.434150004","PFR Revenues-Other","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","99755","BEVERAGES - MINUTE MAID ORANGE JUICE","0.11","2000.1601.000211940","sales tax payable","11/25/2020","","306669620",""
"11/23/2020","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","99755","BEVERAGES - MINUTE MAID ORANGE JUICE","1.54","3000.1601.434150004","PFR Revenues-Other","11/25/2020","","306669620",""
