"Transaction Date","Revenue Location ID","Revenue Location Name","Transaction Location ID","Transaction Location Name","Payment Type","Product ID","Product Name","Amount","Account ID","Account Name","Batch/Deposit Date","Batch ID","Deposit ID","Revenue Note"
"03/25/2020","12802813","Merchants Millpond State Park","12802813","Merchants Millpond State Park","CASH","8134","BEVERAGES-BOTTLED DRINK","0.25","2000.1601.000211940","sales tax payable","03/25/2020","","287378322",""
"03/25/2020","12802813","Merchants Millpond State Park","12802813","Merchants Millpond State Park","CASH","8134","BEVERAGES-BOTTLED DRINK","3.76","3000.1601.434150004","PFR Revenues-Other","03/25/2020","","287378322",""
"03/25/2020","12802813","Merchants Millpond State Park","12802813","Merchants Millpond State Park","CASH","117603","FOOD - ASSORTED CANDY BARS","0.09","2000.1601.000211940","sales tax payable","03/25/2020","","287378322",""
"03/25/2020","12802813","Merchants Millpond State Park","12802813","Merchants Millpond State Park","CASH","117603","FOOD - ASSORTED CANDY BARS","1.40","3000.1601.434150004","PFR Revenues-Other","03/25/2020","","287378322",""
"03/25/2020","12802813","Merchants Millpond State Park","12802813","Merchants Millpond State Park","CASH","122452","Chips or Crackers","0.32","2000.1601.000211940","sales tax payable","03/25/2020","","287378322",""
"03/25/2020","12802813","Merchants Millpond State Park","12802813","Merchants Millpond State Park","CASH","122452","Chips or Crackers","4.70","3000.1601.434150004","PFR Revenues-Other","03/25/2020","","287378322",""
"03/25/2020","12802854","Hanging Rock State Park","12802854","Hanging Rock State Park","VISA","","","260.00","2000.1601.000300000","Default Overpayment Deposit","08/17/2019","277510030","",""
"03/25/2020","12802854","Hanging Rock State Park","12802854","Hanging Rock State Park","VISA","2318","043","(46.00)","3000.1601.434410003","campsite rentals","08/17/2019","277510030","",""
"03/25/2020","12802854","Hanging Rock State Park","12802854","Hanging Rock State Park","VISA","2318","043","(6.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","08/17/2019","277510030","",""
"03/25/2020","12802854","Hanging Rock State Park","12802854","Hanging Rock State Park","VISA","2319","044","(46.00)","3000.1601.434410003","campsite rentals","08/17/2019","277510030","",""
"03/25/2020","12802854","Hanging Rock State Park","12802854","Hanging Rock State Park","VISA","2319","044","(6.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","08/17/2019","277510030","",""
"03/25/2020","12802854","Hanging Rock State Park","12802854","Hanging Rock State Park","VISA","2320","045","(46.00)","3000.1601.434410003","campsite rentals","08/17/2019","277510030","",""
"03/25/2020","12802854","Hanging Rock State Park","12802854","Hanging Rock State Park","VISA","2320","045","(6.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","08/17/2019","277510030","",""
"03/25/2020","12802854","Hanging Rock State Park","12802854","Hanging Rock State Park","VISA","2321","046","(46.00)","3000.1601.434410003","campsite rentals","08/17/2019","277510030","",""
"03/25/2020","12802854","Hanging Rock State Park","12802854","Hanging Rock State Park","VISA","2321","046","(6.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","08/17/2019","277510030","",""
"03/25/2020","12802854","Hanging Rock State Park","12802854","Hanging Rock State Park","VISA","2322","047","(46.00)","3000.1601.434410003","campsite rentals","08/17/2019","277510030","",""
"03/25/2020","12802854","Hanging Rock State Park","12802854","Hanging Rock State Park","VISA","2322","047","(6.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","08/17/2019","277510030","",""
"03/25/2020","12802854","Hanging Rock State Park","12802854","Hanging Rock State Park","VISA","","","52.00","2000.1601.000300000","Default Overpayment Deposit","12/26/2019","283763635","",""
"03/25/2020","12802854","Hanging Rock State Park","12802854","Hanging Rock State Park","VISA","2320","045","(46.00)","3000.1601.434410003","campsite rentals","12/26/2019","283763635","",""
"03/25/2020","12802854","Hanging Rock State Park","12802854","Hanging Rock State Park","VISA","2320","045","(6.00)","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","12/26/2019","283763635","",""
"03/25/2020","12802854","Hanging Rock State Park","12802854","Hanging Rock State Park","VISA","","","40.00","2000.1601.000300000","Default Overpayment Deposit","01/06/2020","284196680","",""
