"Transaction Date","Revenue Location ID","Revenue Location Name","Transaction Location ID","Transaction Location Name","Payment Type","Product ID","Product Name","Amount","Account ID","Account Name","Batch/Deposit Date","Batch ID","Deposit ID","Revenue Note"
"04/10/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","","","6.77","3000.1601.000200000","Default Overage/Shortage","04/12/2021","","317521437",""
"04/10/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8041","2OZ. PYRAMID SINKER","0.18","2000.1601.000211940","sales tax payable","04/12/2021","","317521437",""
"04/10/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8041","2OZ. PYRAMID SINKER","2.60","3000.1601.434150004","PFR Revenues-Other","04/12/2021","","317521437",""
"04/10/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8045","3OZ. BANK SINKER","0.10","2000.1601.000211940","sales tax payable","04/12/2021","","317521437",""
"04/10/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8045","3OZ. BANK SINKER","1.40","3000.1601.434150004","PFR Revenues-Other","04/12/2021","","317521437",""
"04/10/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8136","BEVERAGES-COFFEE CUP - 8OZ.","0.03","2000.1601.000211940","sales tax payable","04/12/2021","","317521437",""
"04/10/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8136","BEVERAGES-COFFEE CUP - 8OZ.","0.47","3000.1601.434150004","PFR Revenues-Other","04/12/2021","","317521437",""
"04/10/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8283","CUTTER BACKWOODS INSECT REPELLENT","1.08","2000.1601.000211940","sales tax payable","04/12/2021","","317521437",""
"04/10/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8283","CUTTER BACKWOODS INSECT REPELLENT","15.42","3000.1601.434150004","PFR Revenues-Other","04/12/2021","","317521437",""
"04/10/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8300","DOCKAGE FEES-BOAT LAUNCH","21.00","3000.1601.434410001","Dock rental fees","04/12/2021","","317521437",""
"04/10/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8324","FIREWOOD","3.68","2000.1601.000211940","sales tax payable","04/12/2021","","317521437",""
"04/10/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8324","FIREWOOD","52.32","3000.1601.434150004","PFR Revenues-Other","04/12/2021","","317521437",""
"04/10/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8379","FOOD-ICE","0.52","2000.1601.000211940","sales tax payable","04/12/2021","","317521437",""
"04/10/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8379","FOOD-ICE","7.48","3000.1601.434150004","PFR Revenues-Other","04/12/2021","","317521437",""
"04/10/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8388","FOOD-ICE CREAM, BIG VANILLA SANDWICH, BLUE BUNNY","0.20","2000.1601.000211940","sales tax payable","04/12/2021","","317521437",""
