"Transaction Date","Revenue Location ID","Revenue Location Name","Transaction Location ID","Transaction Location Name","Payment Type","Product ID","Product Name","Amount","Account ID","Account Name","Batch/Deposit Date","Batch ID","Deposit ID","Revenue Note"
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","1222","001","42.00","3000.1601.434410003","campsite rentals","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","1222","001","3.00","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8105","ADVIL - 2 TABLETS EACH, 200MG","0.25","2000.1601.000211940","sales tax payable","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8105","ADVIL - 2 TABLETS EACH, 200MG","3.56","3000.1601.434150004","PFR Revenues-Other","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8136","BEVERAGES-COFFEE CUP - 8OZ.","0.10","2000.1601.000211940","sales tax payable","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8136","BEVERAGES-COFFEE CUP - 8OZ.","1.41","3000.1601.434150004","PFR Revenues-Other","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8300","DOCKAGE FEES-BOAT LAUNCH","91.00","3000.1601.434410001","Dock rental fees","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8324","FIREWOOD","0.92","2000.1601.000211940","sales tax payable","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8324","FIREWOOD","13.08","3000.1601.434150004","PFR Revenues-Other","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8371","FOOD-3 MUSKETEERS CANDY BAR","0.07","2000.1601.000211940","sales tax payable","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8371","FOOD-3 MUSKETEERS CANDY BAR","0.98","3000.1601.434150004","PFR Revenues-Other","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8379","FOOD-ICE","1.18","2000.1601.000211940","sales tax payable","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8379","FOOD-ICE","16.80","3000.1601.434150004","PFR Revenues-Other","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8388","FOOD-ICE CREAM, BIG VANILLA SANDWICH, BLUE BUNNY","0.26","2000.1601.000211940","sales tax payable","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8388","FOOD-ICE CREAM, BIG VANILLA SANDWICH, BLUE BUNNY","3.74","3000.1601.434150004","PFR Revenues-Other","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8390","FOOD-ICE CREAM, CCOKIES AND CREAM BAR, BLUE BUNNY","0.13","2000.1601.000211940","sales tax payable","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8390","FOOD-ICE CREAM, CCOKIES AND CREAM BAR, BLUE BUNNY","1.87","3000.1601.434150004","PFR Revenues-Other","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8401","FOOD-M & M PEANUT CANDY","0.07","2000.1601.000211940","sales tax payable","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8401","FOOD-M & M PEANUT CANDY","0.98","3000.1601.434150004","PFR Revenues-Other","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8410","FOOD-REESES PEANUT BUTTER CUPS","0.07","2000.1601.000211940","sales tax payable","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8410","FOOD-REESES PEANUT BUTTER CUPS","0.98","3000.1601.434150004","PFR Revenues-Other","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8418","FOOD-TWIX CANDY BAR","0.07","2000.1601.000211940","sales tax payable","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8418","FOOD-TWIX CANDY BAR","0.98","3000.1601.434150004","PFR Revenues-Other","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8424","FUEL-GASOLINE","134.13","3000.1601.434140003","PFR Revenues-Fuel","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8762","TROLLING BUCKET, CHALLENGE","0.89","2000.1601.000211940","sales tax payable","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8762","TROLLING BUCKET, CHALLENGE","12.66","3000.1601.434150004","PFR Revenues-Other","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","9701","JOLLY RANCHER COOL TUBE 4 OZ.","0.32","2000.1601.000211940","sales tax payable","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","9701","JOLLY RANCHER COOL TUBE 4 OZ.","4.68","3000.1601.434150004","PFR Revenues-Other","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","9750","VANILLA NUTTY SUNDAE CONE","0.26","2000.1601.000211940","sales tax payable","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","9750","VANILLA NUTTY SUNDAE CONE","3.74","3000.1601.434150004","PFR Revenues-Other","10/04/2021","","341587909",""
"10/02/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","10300","FOOD- MILKY WAY CANDY BAR","0.07","2000.1601.000211940","sales tax payable","10/04/2021","","341587909",""
