"Transaction Date","Revenue Location ID","Revenue Location Name","Transaction Location ID","Transaction Location Name","Payment Type","Product ID","Product Name","Amount","Account ID","Account Name","Batch/Deposit Date","Batch ID","Deposit ID","Revenue Note"
"02/01/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8412","FOOD-SKITTLES CANDY","0.07","2000.1601.000211940","sales tax payable","02/05/2021","","310997962",""
"02/01/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","8412","FOOD-SKITTLES CANDY","0.98","3000.1601.434150004","PFR Revenues-Other","02/05/2021","","310997962",""
"02/01/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","9750","VANILLA NUTTY SUNDAE CONE","0.13","2000.1601.000211940","sales tax payable","02/05/2021","","310997962",""
"02/01/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","9750","VANILLA NUTTY SUNDAE CONE","1.87","3000.1601.434150004","PFR Revenues-Other","02/05/2021","","310997962",""
"02/01/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","81754","Centennial Cabin - 42","49.00","3000.1601.434410004","Cabin rentals","02/05/2021","","310997962",""
"02/01/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","81754","Centennial Cabin - 42","3.00","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","02/05/2021","","310997962",""
"02/01/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","96055","NC STATE PARKS ANNUAL PASS","90.00","3000.1601.434410001","Dock rental fees","02/05/2021","","310997962",""
"02/01/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","99008","BEVERAGES - SUNDROP","0.10","2000.1601.000211940","sales tax payable","02/05/2021","","310997962",""
"02/01/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","CASH","99008","BEVERAGES - SUNDROP","1.40","3000.1601.434150004","PFR Revenues-Other","02/05/2021","","310997962",""
"02/01/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","MC","1154","069","0.00","3000.1601.434410003","campsite rentals","01/15/2021","309633745","",""
"02/01/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","MC","1154","069","0.00","3000.1601.435900001","CRS Vendor Fees (Transaction Fees)","01/15/2021","309633745","",""
"02/01/2021","12802806","Carolina Beach State Park","12802806","Carolina Beach State Park","VISA","1155","070","0.00","3000.1601.434410003","campsite rentals","01/20/2021","309980324","",""
